InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,anomaly_score
536784,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,240,2010-12-02 15:20:00,1.88,15061.0,United Kingdom,451.2,-1
536784,22752,SET 7 BABUSHKA NESTING BOXES,72,2010-12-02 15:20:00,7.65,15061.0,United Kingdom,550.8000000000001,-1
536785,84946,ANTIQUE SILVER TEA GLASS ETCHED,216,2010-12-02 15:22:00,1.06,15061.0,United Kingdom,228.96,-1
536785,84879,ASSORTED COLOUR BIRD ORNAMENT,320,2010-12-02 15:22:00,1.45,15061.0,United Kingdom,464.0,-1
536785,22423,REGENCY CAKESTAND 3 TIER,144,2010-12-02 15:22:00,10.95,15061.0,United Kingdom,1576.8,-1
536809,84950,ASSORTED COLOUR T-LIGHT HOLDER,1824,2010-12-02 16:48:00,0.55,15299.0,United Kingdom,1003.2,-1
536810,21833,CAMOUFLAGE LED TORCH,204,2010-12-02 16:50:00,1.49,15299.0,United Kingdom,303.96,-1
536811,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,69,2010-12-02 16:51:00,7.65,15299.0,United Kingdom,527.85,-1
536824,85123A,WHITE HANGING HEART T-LIGHT HOLDER,160,2010-12-02 17:24:00,2.55,13798.0,United Kingdom,408.0,-1
536830,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2880,2010-12-02 17:38:00,0.18,16754.0,United Kingdom,518.4,-1
536830,21915,RED  HARMONICA IN BOX ,1400,2010-12-02 17:38:00,1.06,16754.0,United Kingdom,1484.0,-1
536835,22655,VINTAGE RED KITCHEN CABINET,1,2010-12-02 18:06:00,295.0,13145.0,United Kingdom,295.0,-1
536839,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2010-12-02 18:25:00,0.21,15093.0,United Kingdom,60.48,-1
536851,22503,CABIN BAG VINTAGE PAISLEY,6,2010-12-03 09:49:00,29.95,12967.0,United Kingdom,179.7,-1
536851,22504,CABIN BAG VINTAGE RETROSPOT,6,2010-12-03 09:49:00,29.95,12967.0,United Kingdom,179.7,-1
536890,17084R,ASSORTED INCENSE PACK,1440,2010-12-03 11:48:00,0.16,14156.0,EIRE,230.4,-1
536938,22112,CHOCOLATE HOT WATER BOTTLE,72,2010-12-03 12:05:00,4.25,14680.0,United Kingdom,306.0,-1
536938,21258,VICTORIAN SEWING BOX LARGE,24,2010-12-03 12:05:00,10.95,14680.0,United Kingdom,262.79999999999995,-1
536938,79321,CHILLI LIGHTS,72,2010-12-03 12:05:00,4.25,14680.0,United Kingdom,306.0,-1
536954,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,100,2010-12-03 12:41:00,4.25,17809.0,United Kingdom,425.0,-1
536968,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,120,2010-12-03 13:09:00,2.75,16013.0,United Kingdom,330.0,-1
536969,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,192,2010-12-03 13:10:00,2.75,16013.0,United Kingdom,528.0,-1
536970,22423,REGENCY CAKESTAND 3 TIER,120,2010-12-03 13:12:00,10.95,17949.0,United Kingdom,1314.0,-1
537040,22423,REGENCY CAKESTAND 3 TIER,48,2010-12-05 10:27:00,10.95,13089.0,United Kingdom,525.5999999999999,-1
537065,84963A,PINK PAINTED KASHMIRI CHAIR,4,2010-12-05 11:57:00,42.95,12567.0,France,171.8,-1
537065,POST,POSTAGE,9,2010-12-05 11:57:00,18.0,12567.0,France,162.0,-1
537127,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,2010-12-05 12:13:00,2.55,13831.0,United Kingdom,326.4,-1
537194,22619,SET OF 6 SOLDIER SKITTLES,80,2010-12-05 13:53:00,3.39,17402.0,United Kingdom,271.2,-1
537214,21094,SET/6 RED SPOTTY PAPER PLATES,192,2010-12-05 15:35:00,0.64,16422.0,United Kingdom,122.88,-1
537214,17003,BROCADE RING PURSE ,720,2010-12-05 15:35:00,0.16,16422.0,United Kingdom,115.2,-1
537214,21121,SET/10 RED POLKADOT PARTY CANDLES,288,2010-12-05 15:35:00,1.06,16422.0,United Kingdom,305.28000000000003,-1
537214,21122,SET/10 PINK POLKADOT PARTY CANDLES,288,2010-12-05 15:35:00,1.06,16422.0,United Kingdom,305.28000000000003,-1
537235,22622,BOX OF VINTAGE ALPHABET BLOCKS,156,2010-12-06 09:45:00,8.5,17381.0,United Kingdom,1326.0,-1
537235,22536,MAGIC DRAWING SLATE PURDEY,480,2010-12-06 09:45:00,0.36,17381.0,United Kingdom,172.79999999999998,-1
537235,21791,VINTAGE HEADS AND TAILS CARD GAME ,288,2010-12-06 09:45:00,1.06,17381.0,United Kingdom,305.28000000000003,-1
537235,21889,WOODEN BOX OF DOMINOES,216,2010-12-06 09:45:00,1.06,17381.0,United Kingdom,228.96,-1
537235,22659,LUNCH BOX I LOVE LONDON,324,2010-12-06 09:45:00,1.65,17381.0,United Kingdom,534.6,-1
537256,21137,BLACK RECORD COVER FRAME,480,2010-12-06 11:06:00,3.39,16210.0,United Kingdom,1627.2,-1
537350,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192,2010-12-06 12:23:00,0.72,14708.0,United Kingdom,138.24,-1
537456,22469,HEART OF WICKER SMALL,402,2010-12-07 09:43:00,1.93,17450.0,United Kingdom,775.86,-1
537456,22470,HEART OF WICKER LARGE,378,2010-12-07 09:43:00,3.21,17450.0,United Kingdom,1213.3799999999999,-1
537457,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2010-12-07 09:51:00,1.45,17511.0,United Kingdom,232.0,-1
537460,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,2010-12-07 10:04:00,2.55,17616.0,United Kingdom,326.4,-1
537461,79321,CHILLI LIGHTS,120,2010-12-07 10:06:00,4.25,15649.0,United Kingdom,510.0,-1
537476,22379,RECYCLING BAG RETROSPOT ,150,2010-12-07 11:26:00,1.85,15838.0,United Kingdom,277.5,-1
537476,85099B,JUMBO BAG RED RETROSPOT,300,2010-12-07 11:26:00,1.65,15838.0,United Kingdom,495.0,-1
537509,22867,HAND WARMER BIRD DESIGN,192,2010-12-07 11:41:00,1.85,13756.0,United Kingdom,355.20000000000005,-1
537618,71459,HANGING JAM JAR T-LIGHT HOLDER,192,2010-12-07 13:50:00,0.72,15061.0,United Kingdom,138.24,-1
537618,22423,REGENCY CAKESTAND 3 TIER,80,2010-12-07 13:50:00,10.95,15061.0,United Kingdom,876.0,-1
537657,82484,WOOD BLACK BOARD ANT WHITE FINISH,408,2010-12-07 16:42:00,4.78,18102.0,United Kingdom,1950.24,-1
537657,22830,UTILTY CABINET WITH HOOKS,30,2010-12-07 16:42:00,19.84,18102.0,United Kingdom,595.2,-1
537657,22189,CREAM HEART CARD HOLDER,972,2010-12-07 16:42:00,2.31,18102.0,United Kingdom,2245.32,-1
537657,22188,BLACK HEART CARD HOLDER,972,2010-12-07 16:42:00,2.31,18102.0,United Kingdom,2245.32,-1
537657,21623,VINTAGE UNION JACK MEMOBOARD,408,2010-12-07 16:42:00,6.38,18102.0,United Kingdom,2603.04,-1
537659,22507,MEMO BOARD RETROSPOT  DESIGN,208,2010-12-07 16:43:00,3.86,18102.0,United Kingdom,802.88,-1
537659,22189,CREAM HEART CARD HOLDER,1008,2010-12-07 16:43:00,2.31,18102.0,United Kingdom,2328.48,-1
537659,22188,BLACK HEART CARD HOLDER,1008,2010-12-07 16:43:00,2.31,18102.0,United Kingdom,2328.48,-1
537659,21769,VINTAGE POST OFFICE CABINET,10,2010-12-07 16:43:00,52.77,18102.0,United Kingdom,527.7,-1
537659,21623,VINTAGE UNION JACK MEMOBOARD,600,2010-12-07 16:43:00,6.38,18102.0,United Kingdom,3828.0,-1
537659,85064,CREAM SWEETHEART LETTER RACK,160,2010-12-07 16:43:00,3.88,18102.0,United Kingdom,620.8,-1
537659,82484,WOOD BLACK BOARD ANT WHITE FINISH,600,2010-12-07 16:43:00,4.78,18102.0,United Kingdom,2868.0,-1
537659,22833,HALL CABINET WITH 3 DRAWERS,72,2010-12-07 16:43:00,32.69,18102.0,United Kingdom,2353.68,-1
537667,22158,3 HEARTS HANGING DECORATION RUSTIC,128,2010-12-08 08:12:00,2.55,17870.0,United Kingdom,326.4,-1
537698,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,384,2010-12-08 10:51:00,0.72,13199.0,United Kingdom,276.48,-1
537767,21258,VICTORIAN SEWING BOX LARGE,32,2010-12-08 12:09:00,10.95,15100.0,United Kingdom,350.4,-1
537793,21928,JUMBO BAG SCANDINAVIAN PAISLEY,200,2010-12-08 12:57:00,1.65,15032.0,United Kingdom,330.0,-1
537793,85099C,JUMBO  BAG BAROQUE BLACK WHITE,200,2010-12-08 12:57:00,1.65,15032.0,United Kingdom,330.0,-1
537793,22386,JUMBO BAG PINK POLKADOT,200,2010-12-08 12:57:00,1.65,15032.0,United Kingdom,330.0,-1
537793,20713,JUMBO BAG OWLS,200,2010-12-08 12:57:00,1.65,15032.0,United Kingdom,330.0,-1
537796,21068,VINTAGE BILLBOARD LOVE/HATE MUG,216,2010-12-08 13:03:00,1.06,18061.0,United Kingdom,228.96,-1
537818,POST,POSTAGE,6,2010-12-08 13:53:00,28.0,12766.0,Portugal,168.0,-1
537833,51008,AFGHAN SLIPPER SOCK PAIR,200,2010-12-08 14:53:00,2.95,13270.0,United Kingdom,590.0,-1
537841,16014,SMALL CHINESE STYLE SCISSOR,1000,2010-12-08 15:10:00,0.32,13848.0,United Kingdom,320.0,-1
537859,22828,REGENCY MIRROR WITH SHUTTERS,1,2010-12-08 16:11:00,165.0,14030.0,United Kingdom,165.0,-1
537859,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,2,2010-12-08 16:11:00,145.0,14030.0,United Kingdom,290.0,-1
537887,21479,WHITE SKULL HOT WATER BOTTLE ,96,2010-12-09 10:00:00,3.39,18092.0,United Kingdom,325.44,-1
537887,22114,HOT WATER BOTTLE TEA AND SYMPATHY,96,2010-12-09 10:00:00,3.45,18092.0,United Kingdom,331.20000000000005,-1
537899,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1488,2010-12-09 10:44:00,2.55,12755.0,Japan,3794.3999999999996,-1
537981,22560,TRADITIONAL MODELLING CLAY,250,2010-12-09 11:35:00,1.06,17857.0,United Kingdom,265.0,-1
537981,22492,MINI PAINT SET VINTAGE ,1394,2010-12-09 11:35:00,0.55,17857.0,United Kingdom,766.7,-1
537981,22536,MAGIC DRAWING SLATE PURDEY,400,2010-12-09 11:35:00,0.36,17857.0,United Kingdom,144.0,-1
538005,22622,BOX OF VINTAGE ALPHABET BLOCKS,72,2010-12-09 12:12:00,8.5,13090.0,United Kingdom,612.0,-1
538063,22830,UTILTY CABINET WITH HOOKS,96,2010-12-09 13:44:00,19.94,18102.0,United Kingdom,1914.2400000000002,-1
538068,22154,ANGEL DECORATION 3 BUTTONS ,432,2010-12-09 14:05:00,0.36,17978.0,United Kingdom,155.51999999999998,-1
538174,22423,REGENCY CAKESTAND 3 TIER,32,2010-12-10 09:35:00,10.95,12471.0,Germany,350.4,-1
538175,POST,POSTAGE,21,2010-12-10 09:48:00,18.0,12471.0,Germany,378.0,-1
538191,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,240,2010-12-10 10:49:00,1.88,15061.0,United Kingdom,451.2,-1
538191,22423,REGENCY CAKESTAND 3 TIER,272,2010-12-10 10:49:00,10.95,15061.0,United Kingdom,2978.3999999999996,-1
538204,21704,BAG 250g SWIRLY MARBLES,216,2010-12-10 11:23:00,0.72,16656.0,United Kingdom,155.51999999999998,-1
538313,22752,SET 7 BABUSHKA NESTING BOXES,96,2010-12-10 13:50:00,7.65,15514.0,United Kingdom,734.4000000000001,-1
538353,82583,HOT BATHS METAL SIGN,144,2010-12-10 15:31:00,1.69,13798.0,United Kingdom,243.35999999999999,-1
538353,35924,HANGING FAIRY CAKE DECORATION,144,2010-12-10 15:31:00,1.69,13798.0,United Kingdom,243.35999999999999,-1
538354,22826,LOVE SEAT ANTIQUE WHITE METAL,2,2010-12-10 15:45:00,175.0,16873.0,United Kingdom,350.0,-1
538356,20668,DISCO BALL CHRISTMAS DECORATION,288,2010-12-10 15:56:00,0.1,14062.0,United Kingdom,28.8,-1
538420,17096,ASSORTED LAQUERED INCENSE HOLDERS,1728,2010-12-12 12:03:00,0.17,12875.0,United Kingdom,293.76000000000005,-1
538499,22423,REGENCY CAKESTAND 3 TIER,32,2010-12-12 12:46:00,10.95,17819.0,United Kingdom,350.4,-1
538522,21876,POTTERING MUG,288,2010-12-13 09:09:00,0.42,16210.0,United Kingdom,120.96,-1
538525,POST,POSTAGE,5,2010-12-13 09:39:00,28.0,12540.0,Spain,140.0,-1
538526,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,288,2010-12-13 09:49:00,1.25,13225.0,United Kingdom,360.0,-1
538526,85035C,ROSE 3 WICK MORRIS BOX CANDLE,288,2010-12-13 09:49:00,1.25,13225.0,United Kingdom,360.0,-1
538526,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,144,2010-12-13 09:49:00,1.69,13225.0,United Kingdom,243.35999999999999,-1
538526,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,144,2010-12-13 09:49:00,1.69,13225.0,United Kingdom,243.35999999999999,-1
538527,22178,VICTORIAN GLASS HANGING T-LIGHT,192,2010-12-13 09:52:00,1.06,15361.0,United Kingdom,203.52,-1
538594,84212,"ASSORTED FLOWER COLOUR ""LEIS""",480,2010-12-13 11:57:00,0.42,16927.0,United Kingdom,201.6,-1
538662,22655,VINTAGE RED KITCHEN CABINET,2,2010-12-13 15:44:00,125.0,15159.0,United Kingdom,250.0,-1
538662,22656,VINTAGE BLUE KITCHEN CABINET,2,2010-12-13 15:44:00,125.0,15159.0,United Kingdom,250.0,-1
538817,22834,HAND WARMER BABUSHKA DESIGN,288,2010-12-14 12:38:00,0.85,16191.0,United Kingdom,244.79999999999998,-1
538829,22834,HAND WARMER BABUSHKA DESIGN,384,2010-12-14 13:00:00,0.85,16191.0,United Kingdom,326.4,-1
538831,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2010-12-14 13:02:00,1.45,18144.0,United Kingdom,232.0,-1
538848,85232B,SET OF 3 BABUSHKA STACKING TINS,240,2010-12-14 13:28:00,4.95,17404.0,Sweden,1188.0,-1
538859,22740,POLKADOT PEN,192,2010-12-14 13:59:00,0.85,16553.0,United Kingdom,163.2,-1
538991,22197,SMALL POPCORN HOLDER,200,2010-12-15 11:53:00,0.72,17511.0,United Kingdom,144.0,-1
538991,22264,FELT FARM ANIMAL WHITE BUNNY ,288,2010-12-15 11:53:00,0.19,17511.0,United Kingdom,54.72,-1
538991,20668,DISCO BALL CHRISTMAS DECORATION,576,2010-12-15 11:53:00,0.1,17511.0,United Kingdom,57.6,-1
538998,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,480,2010-12-15 12:08:00,1.88,15061.0,United Kingdom,902.4,-1
538998,22423,REGENCY CAKESTAND 3 TIER,80,2010-12-15 12:08:00,10.95,15061.0,United Kingdom,876.0,-1
538999,22655,VINTAGE RED KITCHEN CABINET,2,2010-12-15 12:09:00,125.0,16003.0,United Kingdom,250.0,-1
538999,22656,VINTAGE BLUE KITCHEN CABINET,2,2010-12-15 12:09:00,125.0,16003.0,United Kingdom,250.0,-1
539012,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,192,2010-12-15 13:26:00,0.85,17858.0,United Kingdom,163.2,-1
539012,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,192,2010-12-15 13:26:00,0.85,17858.0,United Kingdom,163.2,-1
539012,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,192,2010-12-15 13:26:00,0.85,17858.0,United Kingdom,163.2,-1
539012,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,192,2010-12-15 13:26:00,0.85,17858.0,United Kingdom,163.2,-1
539012,21670,BLUE SPOT CERAMIC DRAWER KNOB,192,2010-12-15 13:26:00,0.85,17858.0,United Kingdom,163.2,-1
539012,21671,RED SPOT CERAMIC DRAWER KNOB,192,2010-12-15 13:26:00,0.85,17858.0,United Kingdom,163.2,-1
539012,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,192,2010-12-15 13:26:00,0.85,17858.0,United Kingdom,163.2,-1
539012,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,192,2010-12-15 13:26:00,0.85,17858.0,United Kingdom,163.2,-1
539016,22655,VINTAGE RED KITCHEN CABINET,2,2010-12-15 13:49:00,125.0,13418.0,United Kingdom,250.0,-1
539044,22656,VINTAGE BLUE KITCHEN CABINET,2,2010-12-15 15:47:00,125.0,15727.0,United Kingdom,250.0,-1
539044,22655,VINTAGE RED KITCHEN CABINET,2,2010-12-15 15:47:00,125.0,15727.0,United Kingdom,250.0,-1
539080,22655,VINTAGE RED KITCHEN CABINET,1,2010-12-16 08:41:00,295.0,16607.0,United Kingdom,295.0,-1
539088,22768,FAMILY PHOTO FRAME CORNICE,32,2010-12-16 09:45:00,8.5,13093.0,United Kingdom,272.0,-1
539096,84949,SILVER HANGING T-LIGHT HOLDER,216,2010-12-16 10:19:00,1.45,13089.0,United Kingdom,313.2,-1
539101,79321,CHILLI LIGHTS,200,2010-12-16 10:35:00,3.82,16029.0,United Kingdom,764.0,-1
539101,22780,LIGHT GARLAND BUTTERFILES PINK,200,2010-12-16 10:35:00,3.37,16029.0,United Kingdom,674.0,-1
539101,22779,WOODEN OWLS LIGHT GARLAND ,200,2010-12-16 10:35:00,3.37,16029.0,United Kingdom,674.0,-1
539101,22174,PHOTO CUBE,408,2010-12-16 10:35:00,1.25,16029.0,United Kingdom,510.0,-1
539101,22466,FAIRY TALE COTTAGE NIGHTLIGHT,408,2010-12-16 10:35:00,1.45,16029.0,United Kingdom,591.6,-1
539101,21731,RED TOADSTOOL LED NIGHT LIGHT,408,2010-12-16 10:35:00,1.25,16029.0,United Kingdom,510.0,-1
539101,85150,LADIES & GENTLEMEN METAL SIGN,144,2010-12-16 10:35:00,1.69,16029.0,United Kingdom,243.35999999999999,-1
539101,21181,PLEASE ONE PERSON METAL SIGN,144,2010-12-16 10:35:00,1.85,16029.0,United Kingdom,266.40000000000003,-1
539101,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,2400,2010-12-16 10:35:00,0.94,16029.0,United Kingdom,2256.0,-1
539102,22174,PHOTO CUBE,408,2010-12-16 10:37:00,1.25,16029.0,United Kingdom,510.0,-1
539102,85150,LADIES & GENTLEMEN METAL SIGN,144,2010-12-16 10:37:00,1.69,16029.0,United Kingdom,243.35999999999999,-1
539102,21181,PLEASE ONE PERSON METAL SIGN,144,2010-12-16 10:37:00,1.65,16029.0,United Kingdom,237.6,-1
539109,85123A,WHITE HANGING HEART T-LIGHT HOLDER,500,2010-12-16 11:07:00,2.55,16013.0,United Kingdom,1275.0,-1
539109,20733,GOLD MINI TAPE MEASURE ,300,2010-12-16 11:07:00,0.72,16013.0,United Kingdom,216.0,-1
539144,84078A,SET/4 WHITE RETRO STORAGE CUBES ,16,2010-12-16 11:36:00,34.95,12980.0,United Kingdom,559.2,-1
539257,21137,BLACK RECORD COVER FRAME,480,2010-12-16 14:29:00,3.39,16210.0,United Kingdom,1627.2,-1
539304,21535,RED RETROSPOT SMALL MILK JUG,144,2010-12-16 17:36:00,2.1,16684.0,United Kingdom,302.40000000000003,-1
539307,90057,DIAMANTE RING ASSORTED IN BOX.,240,2010-12-16 17:43:00,1.25,13694.0,United Kingdom,300.0,-1
539312,84078A,SET/4 WHITE RETRO STORAGE CUBES ,12,2010-12-16 18:01:00,34.95,15197.0,United Kingdom,419.40000000000003,-1
539314,22803,IVORY EMBROIDERED QUILT ,5,2010-12-16 18:20:00,35.75,13874.0,United Kingdom,178.75,-1
539318,POST,POSTAGE,6,2010-12-16 19:09:00,40.0,12348.0,Finland,240.0,-1
539330,POST,POSTAGE,3,2010-12-17 09:38:00,40.0,12370.0,Austria,120.0,-1
539331,20733,GOLD MINI TAPE MEASURE ,300,2010-12-17 09:39:00,0.72,16013.0,United Kingdom,216.0,-1
539332,22197,SMALL POPCORN HOLDER,200,2010-12-17 09:45:00,0.72,12931.0,United Kingdom,144.0,-1
539338,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,576,2010-12-17 10:54:00,0.29,17404.0,Sweden,167.04,-1
539338,22951,60 CAKE CASES DOLLY GIRL DESIGN,240,2010-12-17 10:54:00,0.55,17404.0,Sweden,132.0,-1
539338,22417,PACK OF 60 SPACEBOY CAKE CASES,240,2010-12-17 10:54:00,0.55,17404.0,Sweden,132.0,-1
539338,21977,PACK OF 60 PINK PAISLEY CAKE CASES,240,2010-12-17 10:54:00,0.55,17404.0,Sweden,132.0,-1
539338,84992,72 SWEETHEART FAIRY CAKE CASES,240,2010-12-17 10:54:00,0.55,17404.0,Sweden,132.0,-1
539338,21212,PACK OF 72 RETROSPOT CAKE CASES,240,2010-12-17 10:54:00,0.55,17404.0,Sweden,132.0,-1
539338,21210,SET OF 72 RETROSPOT PAPER  DOILIES,288,2010-12-17 10:54:00,1.45,17404.0,Sweden,417.59999999999997,-1
539338,22820,GIFT BAG BIRTHDAY,192,2010-12-17 10:54:00,0.65,17404.0,Sweden,124.80000000000001,-1
539338,22348,TEA BAG PLATE RED RETROSPOT,288,2010-12-17 10:54:00,0.85,17404.0,Sweden,244.79999999999998,-1
539395,22423,REGENCY CAKESTAND 3 TIER,32,2010-12-17 11:52:00,10.95,12471.0,Germany,350.4,-1
539395,POST,POSTAGE,11,2010-12-17 11:52:00,18.0,12471.0,Germany,198.0,-1
539440,22655,VINTAGE RED KITCHEN CABINET,2,2010-12-17 15:15:00,125.0,16607.0,United Kingdom,250.0,-1
539446,POST,POSTAGE,9,2010-12-17 15:58:00,18.0,12705.0,Germany,162.0,-1
539465,21844,RED RETROSPOT MUG,144,2010-12-19 11:38:00,2.55,16684.0,United Kingdom,367.2,-1
539465,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,144,2010-12-19 11:38:00,1.69,16684.0,United Kingdom,243.35999999999999,-1
539572,22111,SCOTTIE DOG HOT WATER BOTTLE,96,2010-12-20 12:14:00,4.25,14113.0,United Kingdom,408.0,-1
539578,84992,72 SWEETHEART FAIRY CAKE CASES,720,2010-12-20 12:45:00,0.4,13027.0,United Kingdom,288.0,-1
539578,84991,60 TEATIME FAIRY CAKE CASES,480,2010-12-20 12:45:00,0.4,13027.0,United Kingdom,192.0,-1
539578,21977,PACK OF 60 PINK PAISLEY CAKE CASES,480,2010-12-20 12:45:00,0.4,13027.0,United Kingdom,192.0,-1
539578,21975,PACK OF 60 DINOSAUR CAKE CASES,480,2010-12-20 12:45:00,0.4,13027.0,United Kingdom,192.0,-1
539578,21213,PACK OF 72 SKULL CAKE CASES,480,2010-12-20 12:45:00,0.4,13027.0,United Kingdom,192.0,-1
539578,21212,PACK OF 72 RETROSPOT CAKE CASES,960,2010-12-20 12:45:00,0.4,13027.0,United Kingdom,384.0,-1
539581,22656,VINTAGE BLUE KITCHEN CABINET,2,2010-12-20 12:51:00,125.0,16143.0,United Kingdom,250.0,-1
539586,70006,LOVE HEART POCKET WARMER,270,2010-12-20 13:08:00,0.42,14298.0,United Kingdom,113.39999999999999,-1
539654,51008,AFGHAN SLIPPER SOCK PAIR,80,2010-12-20 17:05:00,3.45,17340.0,United Kingdom,276.0,-1
539663,22823,CHEST NATURAL WOOD 20 DRAWERS,1,2010-12-21 10:26:00,125.0,17961.0,United Kingdom,125.0,-1
539688,C2,CARRIAGE,1,2010-12-21 11:00:00,150.0,12678.0,France,150.0,-1
539721,22616,PACK OF 12 LONDON TISSUES ,1296,2010-12-21 13:34:00,0.25,17306.0,United Kingdom,324.0,-1
539724,22504,CABIN BAG VINTAGE RETROSPOT,30,2010-12-21 13:53:00,12.75,13029.0,United Kingdom,382.5,-1
539731,21212,PACK OF 72 RETROSPOT CAKE CASES,240,2010-12-21 15:05:00,0.42,14646.0,Netherlands,100.8,-1
